TU_ID	Gene_name	Start	End	Strand	Expression_E	Description
377	ybjG	884336	885051	-	2,663180097	ybjG
378	mdfA	885193	886481	+	2,194875776	mdfA
380	rybB	889521	889600	-	1,49329154	rybB
381	grxA	892040	892319	-	1,346517636	grxA
382	ybjC-nfsA-rimK-ybjN	892436	894976	+	6,61470166	ybjC-nfsA-rimK-ybjN
383	rimK-ybjN	893420	894976	+	5,302012496	rimK-ybjN
2131	ybjN	894501	894976	+	6,123540784	ybjN
384	potFGHI	895178	899472	+	0,327278373	potFGHI
386	artJ	901192	902169	-	0,492351471	artJ
387	artPIQM	902239	905312	-	6,668944571	artPIQM
392	ybjP	905496	906066	-	3,087058642	ybjP
391	ybjQ-amiD	906061	907286	+	1,479242873	ybjQ-amiD
393	ltaE-ybjT	908396	910863	-	0,724215186	ltaE-ybjT
394	poxB	910875	912619	-	0,759715579	poxB
396	hcp-hcr-poxB	910875	915388	-	0,395207607	hcp-hcr-poxB
395	hcp-hcr	912726	915672	-	0,480878027	hcp-hcr
398	lysO	915502	916438	-	0,484872396	lysO
399	ybjX	919672	920646	-	8,486546284	ybjX
400	cspD	923910	924219	-	13,39756586	cspD
401	clpA	924624	927083	+	40,08377389	clpA
404	serW	927387	927586	-	1,475711893	serW
406	infA	927706	928022	-	126,2637131	infA
408	cydDC	929018	932574	-	1,072509087	cydDC
409	trxB	932563	933621	-	13,57972795	trxB
410	lrp	933872	934632	+	25,03904768	lrp
411	ftsK	934473	938756	+	9,800217916	ftsK
413	lolA-rarA	938872	940880	+	3,325609366	lolA-rarA
414	serS	940909	942308	+	18,62436211	serS
415	dmsABC	942422	946439	+	1,042901004	dmsABC
417	pflA	951845	952697	-	3,231225585	pflA
418	pflB	952751	955394	-	144,3279102	pflB
423	focA-pflB	952751	956036	-	120,4746829	focA-pflB
426	serC	959139	960284	+	18,58107715	serC
428	serC-aroA	959139	961638	+	5,501006744	serC-aroA
429	cmk-rpsA	962709	965211	+	241,5533869	cmk-rpsA
430	rpsA-ihfB	963403	965655	+	736,8108348	rpsA-ihfB
432	ihfB	965293	965655	+	33,98842876	ihfB
433	ycaR-kdsB	972186	973141	+	4,90328676	ycaR-kdsB
434	ycbJ	973216	974188	+	0,889149601	ycbJ
435	cmoM-mukFEB	974948	982329	+	7,577960934	cmoM-mukFEB
436	ldtD	982475	984437	+	1,342695614	ldtD
437	ycbK-gloC	984567	985840	+	7,200682704	ycbK-gloC
438	aspC	986063	987286	-	12,00447049	aspC
439	ompF	987438	988635	-	210,9897971	ompF
440	asnS	989129	990587	-	14,74406744	asnS
441	pncB	990698	991957	-	4,138026959	pncB
442	pepN	992135	994777	+	10,73848666	pepN
443	ssuEADCB	994821	999106	-	0,076089681	ssuEADCB
444	pyrD	1006276	1007321	+	1,384276511	pyrD
445	rlmL-uup	1009216	1013414	+	4,052922064	rlmL-uup
446	pqiABC	1013203	1017002	+	6,04702992	pqiABC
448	rmf	1017201	1017467	+	6,659514051	rmf
449	fabA	1017496	1018041	-	43,61778996	fabA
450	matP	1020003	1020480	+	2,760725095	matP
451	ompA	1020557	1021730	-	772,5208866	ompA
453	sulA	1021954	1022490	-	3,569152377	sulA
454	sxy	1022627	1023310	+	1,105548787	sxy
455	yccFS	1023274	1025908	-	1,252684426	yccFS
456	helD	1025982	1028068	+	1,172043341	helD
457	mgsA	1028101	1028584	-	19,47604628	mgsA
458	yccT	1028655	1029380	-	0,208805482	yccT
2170	hspQ	1029948	1030264	-	10,21307483	hspQ
459	yccA	1032303	1032986	-	19,44406413	yccA
460	serT	1033134	1033262	-	0,0000000000000	serT
462	hyaABCDEF	1033528	1039177	+	0,060696219	hyaABCDEF
463	appCBXA	1039254	1043458	+	0,137002886	appCBXA
464	appA	1042143	1043458	+	0,150415547	appA
465	gfcA	1050983	1052245	-	1,77288642	gfcA
466	torR	1058806	1059527	-	0,466820652	torR
467	torCAD	1059600	1063941	+	0,079898084	torCAD
468	cbpAM	1064094	1065371	-	2,950926651	cbpAM
2162	yccE	1065580	1066835	+	0,019595272	yccE
472	agp	1067103	1068400	+	0,966642886	agp
473	wrbA-yccJ	1068408	1069301	-	6,145771299	wrbA-yccJ
474	rutABCDEFG	1070055	1075569	-	0,035055652	rutABCDEFG
475	rutR	1075678	1076423	+	3,245190157	rutR
477	putA	1076464	1080468	-	2,9639186	putA
478	putP	1080754	1082381	+	10,5320631	putP
483	efeU_1U_2	1082851	1083728	+	1,165086311	efeU_1U_2
484	phoH	1086482	1087638	+	6,925317186	phoH
486	pgaABCD	1087650	1094066	-	0,460159696	pgaABCD
487	dgcT	1094385	1095777	+	0,280449168	dgcT
488	serX	1098928	1099038	-	0,434763499	serX
489	ycdZ	1101615	1102149	+	25,2321382	ycdZ
490	csgDEFG	1102214	1104697	-	0,603033964	csgDEFG
492	csgBAC	1105222	1106655	+	0,134647887	csgBAC
2130	csgC	1106324	1106655	+	0,073372695	csgC
493	ymdA	1108074	1108423	+	0,135211231	ymdA
494	ymdAB-clsC	1108074	1110474	+	0,616868819	ymdAB-clsC
495	ymdAB	1108074	1109051	+	0,726583442	ymdAB
496	ymdB-clsC	1108502	1110474	+	0,72657536	ymdB-clsC
497	ymdB	1108502	1109051	+	1,204838562	ymdB
498	clsC	1108991	1110474	+	0,60183347	clsC
499	opgGH	1111977	1116258	+	20,90812116	opgGH
501	msyB	1116506	1116911	-	4,213836834	msyB
502	lpxL	1118361	1119407	-	1,263337875	lpxL
503	yceA	1119471	1120557	+	2,758188471	yceA
504	yceJI	1120600	1121769	-	1,166313089	yceJI
505	solA-yceO	1122006	1123307	-	2,793697122	solA-yceO
506	bssS	1123400	1123718	-	19,83857442	bssS
509	dinI	1123941	1124207	-	2,563769522	dinI
510	pyrC	1124260	1125341	-	1,350408301	pyrC
511	grxB	1126106	1126801	-	7,080961239	grxB
512	rimJ	1128221	1128844	+	3,841326432	rimJ
513	flgMN	1132113	1132863	-	1,123648565	flgMN
514	flgAMN	1132113	1133583	-	1,021410319	flgAMN
515	flgBCDEFGHIJ	1133692	1141010	+	1,212793459	flgBCDEFGHIJ
516	flgKL	1141050	1143684	+	0,411015729	flgKL
517	rne	1143881	1147426	-	30,7325811	rne
521	sraB	1149288	1149450	+	19,98159315	sraB
522	yceD-rpmF	1149490	1150238	+	543,0142602	yceD-rpmF
524	rpmF-plsX-fabHDG	1150037	1154102	+	62,56419593	rpmF-plsX-fabHDG
525	plsX-fabHDG	1150276	1154102	+	44,71314943	plsX-fabHDG
526	fabHDG	1151215	1154102	+	50,66365058	fabHDG
527	acpP-fabF	1154274	1155878	+	89,12658804	acpP-fabF
528	acpP	1154274	1154585	+	280,6265299	acpP
529	ptsG	1160465	1162000	+	73,34527687	ptsG
531	fhuE	1162024	1164345	-	0,307598818	fhuE
532	ndh	1168691	1170087	+	7,946106152	ndh
533	comR	1170899	1171542	-	1,732121533	comR
534	bhsA	1171732	1172028	+	3,434684685	bhsA
536	ldtC	1172111	1173115	-	0,587474619	ldtC
537	mfd	1173217	1176690	-	4,442172953	mfd
539	pepT	1188522	1189768	+	2,076892506	pepT
540	phoQ	1191015	1192638	-	4,417275673	phoQ
541	phoPQ	1191015	1193181	-	16,12034472	phoPQ
544	hflD-purB	1193315	1195384	-	4,683313274	hflD-purB
2101	mnmA	1195366	1196471	-	4,216061269	mnmA
545	iraM	1214379	1214788	-	1,946210269	iraM
547	bluR	1216027	1216811	-	3,876425554	bluR
548	bluF	1216963	1218204	-	1,255845319	bluF
549	ycgZ-ymgA-ariR-ymgC	1218451	1219694	+	0,261536554	ycgZ-ymgA-ariR-ymgC
550	ycgL	1230308	1230705	+	4,186546154	ycgL
551	hlyE	1232182	1233164	-	0,056176909	hlyE
552	umuDC	1233437	1235152	+	0,26862095	umuDC
553	fadR	1237615	1238396	+	17,10840802	fadR
555	ycgB	1238408	1239983	-	0,588355456	ycgB
556	dadAX	1240237	1242647	+	10,85449516	dadAX
559	ycgR	1246492	1247254	-	0,255751235	ycgR
560	treA	1248378	1250123	-	0,892638558	treA
561	dhaKLM	1250395	1253642	-	18,36546813	dhaKLM
2132	dhaM	1250395	1251812	-	20,45747153	dhaM
562	dhaR	1253702	1255683	+	0,92828787	dhaR
563	ychF	1259420	1260580	-	10,10098076	ychF
564	pth-ychF	1259420	1261240	-	7,408553646	pth-ychF
565	ychH	1261437	1261767	+	15,35758397	ychH
566	prs	1263594	1264875	-	23,6916133	prs
567	lolB-ispE-prs	1263594	1266254	-	13,17706904	lolB-ispE-prs
568	hemA	1266282	1267668	+	2,76189811	hemA
569	hemA-prfA-prmC	1266375	1269625	+	2,984720137	hemA-prfA-prmC
570	ychQA-kdsA	1269598	1271765	+	5,521883069	ychQA-kdsA
571	kdsA	1270553	1271765	+	7,795075185	kdsA
572	chaC	1275121	1275900	+	1,234392603	chaC
573	ychO	1276459	1277876	+	1,052380749	ychO
574	narXL	1277878	1280475	-	1,828056914	narXL
575	narK	1280520	1282046	+	0,427260813	narK
577	narGHJI	1282506	1289224	+	0,155292892	narGHJI
578	tyrTV-tpr	1289708	1290363	-	2,338946752	tyrTV-tpr
2152	tyrV-tpr	1289708	1290026	-	2,646704206	tyrV-tpr
580	ychJ	1291373	1291875	-	4,298160879	ychJ
579	rssAB	1291805	1293953	+	2,590643302	rssAB
581	rssB	1292919	1293953	+	1,986088427	rssB
582	galU	1294104	1295063	+	11,27029678	galU
583	hns	1295160	1295656	-	168,4435743	hns
584	adhE	1298145	1301007	-	52,73713021	adhE
586	oppABCDF	1303921	1309603	+	27,96175561	oppABCDF
587	clsA-yciU	1309657	1311508	-	2,275791438	clsA-yciU
588	yciI	1313405	1313727	-	8,166874829	yciI
589	tonB	1313890	1314681	+	6,282876998	tonB
590	yciCB	1315097	1316533	-	2,533811816	yciCB
591	ompW	1316827	1317493	+	5,701038641	ompW
592	yciE	1317504	1318231	-	0,339620557	yciE
593	yciGFE	1317504	1318927	-	0,241303755	yciGFE
594	yciG	1318621	1318927	-	0,155126955	yciG
