GCSs_coordinate	N3E	Score
143913	8.975913506331777	5.024066250000001
144141	10.668954138534957	7.6870436
145248	13.630649901711175	3.6690025000000004
145250	10.79912610647016	6.590385899999999
146913	15.937764377369088	-1.40715255
153097	9.267657134430527	5.975587
154482	15.4413574982443	0.92020922
155317	18.65144066055058	4.877081
157457	15.90294583576718	1.52545135
159030	17.938406965234897	4.58202485
159303	8.189505995801515	1.9205763
160219	15.508243465007606	6.0878305
160489	6.474602318483702	8.9149495
161414	45.02991574482744	6.71034455
162424	11.495985100239087	5.03288665
165573	11.40823581209801	1.59380335
166334	10.51702293483729	3.301939
168361	6.204359908241821	4.5955801
171551	10.21777766123099	0.915629625
174006	6.741494769444246	2.98838165
174686	7.552624999289302	4.9343458
177228	9.786927159743524	6.874063700000001
179232	12.547037580430684	4.1380793
179536	6.95549950525869	8.06795535
187510	8.381239517941943	7.023441549999999
188071	8.259065231718036	5.1792774
189805	7.138715586407754	4.7434633999999996
190280	9.547279200490706	5.89315115
190895	19.20651568450982	7.98455285
191303	12.4083275333148	6.59291
196683	8.553759582780767	6.22605985
197508	7.406571450211999	2.8656476
200745	48.02461581916259	4.3420594999999995
200790	27.680566013878547	9.136116999999999
201254	12.4620778604003	7.805465
202535	7.843844033894623	4.1911191500000005
202712	13.399509983150754	9.235172500000001
205155	8.644376964579022	5.26128865
206472	9.571505705035483	3.42852445
208142	9.072843682629212	4.46059085
211525	11.210541134055372	5.80792065
212726	28.859127023365343	8.713902000000001
212989	8.667273009290053	-0.374621855
213160	8.999871169115679	4.0603434
214293	27.18231044617486	1.01041303
218816	16.9920094634831	1.58460545
219125	8.925642756866537	2.3849678
220066	12.079405284097868	4.652018
222612	7.42196080282211	6.48002475
222840	24.312384911170547	7.9407837500000005
223658	16.335538938237374	3.83515705
224698	16.799926786144958	1.54959045
225336	14.120354806839371	2.3808013
229408	9.17759151093931	3.9092245
229502	7.938375383583065	1.072989115
229561	24.21636625318575	3.7402645999999997
229794	14.954697709289526	0.372626165
229982	21.624135388369478	5.5922186499999995
230038	6.222817163880258	5.113033
230265	21.099461779724965	2.9931096
231174	8.474032910556764	5.3646242
231655	14.087465646014884	3.0421747
233688	31.301053433502787	1.8479546
235632	12.44066485424269	8.845202
236068	62.361311887388894	4.652797
236353	20.383391461305667	4.1807809
237959	12.760337735463095	2.4547087000000003
242111	64.5869233402942	6.18804485
242715	28.571822048574905	5.494108000000001
243964	21.442760617694137	6.4964026
244299	8.859378489369584	1.76521252
244551	20.286566899040483	3.7132251
244641	15.8007196040006	3.28247585
246052	8.895051535455426	7.1416317
246713	16.486119719645938	6.39841335
250137	25.209768790606457	3.3742324
250281	9.497170643516089	1.8767081
250317	7.526019589247465	5.991956200000001
252183	7.902497791026366	2.2896415
252195	6.6267017827716845	-0.079963347
254585	13.080503224945454	5.9500232
255017	5.956302130217347	7.493677999999999
258118	7.358497533857479	2.74111645
259312	14.337036720351438	5.6847639999999995
261145	9.175817319571605	3.4001241
261475	8.601849370430097	0.96271047
262297	10.557632667841263	2.6198286
265037	7.538143299837849	3.0863441
266065	10.013746941656814	4.3587867
268648	10.00083248754893	-0.6656044999999999
269187	17.567157421984586	5.1687724500000005
271329	18.467526418612543	6.002610799999999
271707	8.486506016730857	6.02791765
273767	13.154052575977769	7.8623975
274257	27.9579006541388	6.984327
372320	8.807231987394795	3.6106595
372387	7.924465996280425	4.37584375
376312	23.93588089947328	9.077458499999999
381111	5.459860942912613	0.9693126850000001
383129	15.773811647810414	5.2858678
386202	6.825552248705446	4.32335505
388545	8.227559064603762	4.4239901
394488	11.439887041072161	8.403341000000001
395152	19.658545779583942	4.528691500000001
395662	10.487421583101774	3.49589155
402693	14.355213938640139	3.6308593499999997
404537	11.510079275417452	5.188515199999999
405343	8.312681813157408	4.6434038
406668	7.959003198902553	5.2310315
408679	9.381693763935434	4.017784499999999
409091	10.747546098816244	1.37140672
410262	8.957907693918226	2.4551301
412273	8.030191751779492	3.9756592
413611	12.10197659462984	7.344774
415476	10.788366800685786	5.8127961500000005
419328	12.171314686848746	2.6373290000000003
422913	6.932756084719935	2.9209351000000003
426939	13.002315783407315	7.6986966500000005
427286	11.392749253058252	6.18288565
427454	13.70370866630094	6.09946115
428537	10.350681167355543	6.7588930000000005
429408	12.891724695382795	7.271552
429948	18.54985399461759	8.7151925
431648	6.170496485036397	2.9152788999999997
433780	11.26207451719731	4.1128672
433843	18.723259643553966	6.827795
434173	15.228651729154043	6.06388525
435628	8.105198472344536	6.3975528
436223	7.483655761982467	5.5452521
436806	11.169531566581842	4.8137107
436827	13.768647460701203	2.58993955
436935	12.327090092675991	4.775252500000001
437089	33.591700534793574	3.1024462
437258	22.427411743858798	3.1897767999999997
438051	9.913389116628998	4.50859425
443436	8.97275245988318	8.1661275
444599	8.463620715983968	4.0493092
445134	11.829138839969774	3.9473897
446986	31.129982545029314	-0.07413358000000003
447850	16.531060917140945	3.3902973
449612	8.86151155716694	5.3702331
449961	7.663648057022411	5.3384993000000005
449973	13.81913077157747	6.2589015
452040	15.874232702859711	5.8437725
454383	9.526002767919017	4.86521485
456148	13.534274569154196	9.967197
456217	13.644429749411984	7.4204685
456382	8.52099342223335	-0.319970735
457047	8.629668311350892	6.284088000000001
458791	12.947023071957627	5.077816
460286	19.44684311339108	9.2972045
463280	11.766458211166242	4.52609835
463370	7.984011044253083	8.3679475
470448	14.271609704610373	-1.16478305
474324	15.984775795556008	7.0607782
476740	15.741764159882617	5.48575225
478096	19.29404193720998	7.34302435
478290	11.55739895181675	-1.367354835
481038	18.005523211559442	7.2678458
481968	9.77965402664233	7.1235735
483967	11.821400024315341	8.57428175
485903	9.656833794528959	5.8481977
488785	12.294972776313301	5.068193
489734	13.350196075431295	3.8422292000000002
491567	8.156693986701148	4.95083475
492754	10.700271320170602	6.699737
493763	13.27166570088639	7.52187615
494248	9.053372289505539	3.91981435
495891	14.15875456433531	5.90883885
496776	12.88296141876859	8.37634115
497050	6.122669959597762	0.7553668149999999
497533	8.828834678468658	2.6801078499999997
497577	6.821362547906042	3.5182383
498275	16.481541438869513	6.2390483
499012	11.708408493874899	-0.162833643
500322	7.265936338438836	3.92996625
504299	10.457829953541843	6.9714339
505319	25.789151959240904	3.8327343000000003
505907	20.87681214610774	6.3620493
512110	12.770492108897594	7.27885075
512180	9.74096730298752	0.57488514
514421	13.232384531947158	5.181528200000001
517605	13.462754941792284	8.255959
517650	16.195415558911147	9.00708
518069	6.692045274353614	2.8733211
518130	10.136066800412705	4.03018605
530423	10.75466316959876	0.409584405
532800	19.775724202031387	4.991581849999999
533387	11.312568918804786	4.29553005
535212	11.09648788295947	6.5281901
539561	42.08074774593984	7.7300005
545241	13.638609330996573	7.3410115000000005
549593	7.891716823665727	2.6322148
550317	9.040847207537485	3.1322844
557029	24.96329927685096	4.12713715
564123	11.695327301089018	3.6680035999999996
564150	43.009028885586616	5.736318000000001
574402	11.948274500117012	7.8623975
574892	31.87937729466594	6.984327
580448	9.722998057417918	5.12595345
581158	11.854392806997833	1.44364165
581354	10.267867119731367	5.577237650000001
586095	26.986345763097127	6.7302797000000005
591408	10.734647679305871	6.00874545
597076	11.834815024771654	7.59045815
600271	6.473950771621313	0.42376188
605731	5.652575734029209	-7.4253409999999995
605732	18.475793408427847	7.4569887
606310	6.147305764971451	2.6802532
625682	16.709399649002606	1.55798727
626662	13.391811472786241	5.31694465
634491	11.460302565461035	2.0554905
637387	17.09519705203646	3.64730705
639524	6.728494838004426	1.74036875
642971	18.91399338271133	8.913668000000001
654814	17.039762405113333	7.8623975
659140	35.68775588226497	5.68610905
660218	11.206327188603831	-1.58800215
660706	5.97164709010613	5.43394215
661228	9.468262037180162	2.5392928
661699	10.44825693348182	1.6510196499999998
661769	15.823386254792442	4.36017795
662012	28.55875118812712	4.784487
665296	17.3786721061565	5.9367504
665462	9.670186767039016	5.7445863500000005
666514	23.850983962842047	5.73087315
667182	29.105567195315572	5.02466685
668723	15.085248851072722	7.0063224
670466	18.501725694378486	5.55308865
673282	7.3367803075587545	4.7626335
673487	11.451984955799965	3.68625615
674968	11.253642739965262	10.370761
680541	7.703327560097424	7.26239895
681371	18.28818649946986	3.5183419000000002
683446	7.484766421531479	3.3555590000000004
683773	10.819871099851735	5.8881325
685232	9.378657530372676	-0.25813407000000005
686059	30.264911719431097	2.2973048
686336	11.053779598767374	-0.99825149
687407	9.893686135754422	9.304347499999999
687765	22.8968039346686	0.909027225
687766	17.461038718774294	3.83488995
688751	10.863055600580669	4.8257766
688883	17.85317659677672	9.030052999999999
689983	12.230178367452016	7.8623975
690473	40.739963759243466	6.984327
693681	9.663942164085675	4.87202045
697196	18.92492363434083	3.68049445
701870	39.102391543271466	5.2007650000000005
702372	6.3769867349435145	7.17279765
702477	7.154319031383679	6.952147200000001
703785	7.3363696386630295	4.6394571
706170	10.83728937454483	11.9096355
707794	8.93746927342593	4.1820717
709138	7.212501707247364	-0.846524435
709716	47.42605342622743	2.39545825
710190	41.68654935012155	0.98307963
711236	10.274073346704126	5.5948
711757	23.96496618531113	7.693111
711763	13.940901103934808	9.341604
713217	9.13753196603249	4.379200450000001
713442	13.738513668008832	5.067061649999999
713760	10.919455791487566	8.4152133
714970	12.804469480214557	3.67249535
716381	39.95879986936515	11.226803
718666	7.252975281709485	2.7395755
719636	12.225148508475279	5.9424642
721129	6.531092956530148	-0.488136935
721544	12.127660585324097	5.732590650000001
728492	9.00201614416192	3.3734067999999997
740370	7.704666493978468	6.58750875
741593	9.277182343466439	1.73350165
746162	7.56887222668426	-0.40153799
746406	13.540309717218474	0.34378237500000003
753137	10.873279895452349	3.81422335
756824	6.566810421211689	7.4193647
757279	8.9220356001492	7.2863831999999995
758372	7.671849515785484	2.5850381000000002
759064	17.11159261135908	6.51187135
761023	18.864973504472463	6.374732099999999
764928	15.669570986022968	5.1337183
765102	14.17289406893514	9.212005
766645	5.767726323031765	-1.82125835
767029	11.92707070982448	3.7202498999999998
770912	16.154554872342477	3.39844365
771641	9.85792922222866	6.1545148
774680	28.96092753676699	9.514132
774686	21.446569073090657	6.529686
775893	14.483617936793667	6.699980699999999
777139	48.733270298328684	10.381691
780249	13.827259005003146	6.01867885
781291	10.026480378715712	5.6382092
784015	10.098539522759745	8.656671
784527	9.582205289599115	3.76641205
784769	7.786433921408932	2.82597515
785128	11.060303378667012	6.2715432
785406	7.282392521129554	4.2888838499999995
786722	10.630468132206309	7.2357838
787616	6.064980156124271	4.6087732500000005
787887	6.5689700856514595	4.82421375
790224	8.320264610461521	4.07249415
791447	14.414025706789186	5.8247242
791607	13.507325718043678	3.3978615999999997
793122	12.980279972772205	5.349235
810017	10.95626871371707	3.7780361000000005
810174	12.20073634329205	7.746665
811465	12.850434079278092	5.1017775
816449	9.763533123914712	8.820594
816871	9.456785041253173	5.70749875
817875	14.512293118920525	2.87326175
820066	18.20877542372915	4.2901065
821715	7.419262100652647	0.62935695
823058	8.899157029055262	6.5918702
823916	7.634588170328577	11.28437725
823955	21.232940252518365	6.07954475
824015	10.926891275575656	5.7971245
825250	19.80227701250068	-0.9651431349999999
825584	8.377367999630398	3.3251002
826002	35.508002496322696	4.65181205
827462	11.71341536909948	2.70519665
828691	10.906784790457566	7.1104209
831689	8.796914283041348	7.4173124999999995
833261	24.76252269659557	5.22590445
834386	68.65495588688007	5.43352245
834387	10.189147428832932	-1.5359945000000002
834958	17.88105184310868	4.4191747
835129	12.30194940647129	8.91123865
836481	12.064064463449467	6.153021
836878	10.227523169787984	6.78496
837730	10.765743003061253	0.33900117
838638	66.12845939451826	9.600553999999999
845887	13.196766681348862	8.035368
846268	9.526658683185403	4.768856700000001
846548	55.91477967038255	5.31191235
846612	14.084909085637033	2.8396776
846872	10.360372550924962	-0.4451557825
847314	21.235621713754572	6.1921155
848072	37.95399385925558	6.437462
849323	16.5086741300879	11.1805035
850805	7.265901704902081	-1.45867395
851446	9.59188553754852	5.3106795
851524	9.59846144550298	5.210709
852782	5.735528005533953	1.9649797500000001
853020	8.198084296780024	0.29830661999999997
853044	14.597165108612117	2.85049475
853084	18.02912478867924	6.94450355
854786	29.260935785676743	6.1130808000000005
857098	10.37590073586864	3.35364365
857902	7.45724967523919	9.996344
858010	7.61979120869152	2.9775295
859998	15.353278701192245	5.6713827000000006
860523	24.808429558391186	5.2468140000000005
861578	7.697774083647193	3.34490225
861921	32.59378445101328	4.3131785
862797	10.993069499528296	-0.5618445999999999
864728	13.988386667571124	4.7960787499999995
864872	28.30447816396328	6.67616035
865227	32.82763008324629	3.1114885
865259	18.512041956188195	6.49163295
867095	7.646343764741904	4.408878
869435	7.561589828339471	3.9267282
870071	8.042442833258658	6.70349455
871665	6.940603859422929	-0.47226151499999997
872384	18.03464365565035	6.55461135
873074	12.149304750056945	-1.20575417
873243	9.023831446840806	-5.08105275
873286	14.306524927527217	1.0455972500000001
877493	6.708890789314399	0.9196863000000001
879003	6.4826464683093175	3.8700668499999997
880055	8.47675392944209	3.6257256
882297	19.758686048147126	4.59715355
882384	24.153477128532785	5.822055150000001
882504	21.75307974568976	6.7606931
883621	8.456536630672877	1.33054715
884784	6.672834717457521	1.60401135
884860	32.677861888090305	8.887885
888726	11.651972069197228	1.2175855
890166	9.562652560329859	9.9197525
892168	11.90257315377851	1.81742545
892262	15.691443031651053	1.9938402499999999
892433	40.354705025048865	1.9217428
892960	47.61768512614696	4.7520977
893171	7.457588710012878	2.7470517
893761	7.220941420792073	3.4922859500000003
896400	45.72186131881077	7.541112
896402	15.996664145033934	3.5661218
896576	11.706167385703964	4.0345558
897007	16.85860013050843	1.900862
897148	9.937119284973232	7.5107428
897187	19.75377831709195	7.1102523
898493	11.324415155356872	4.545825799999999
898619	9.603294523410627	3.73514065
898941	7.2612796810617475	7.702035
899202	19.949708298171394	9.324408
899291	9.82436494456923	-0.136567265
899592	8.316728620065785	3.7104101
899960	24.66132514036443	8.389137
900296	9.784496412123776	-0.11463706000000001
901137	9.48581519299539	5.4670843
902123	12.731437171812228	1.9288576000000002
902664	9.951288934152196	5.519362
903149	19.384720006684777	4.1400367
906312	15.68145992922534	1.3619503000000002
907487	8.665856899550803	6.651134150000001
911947	36.74154132539856	5.7483697
913259	7.079985763517318	3.0248831000000003
915481	18.772876693609444	2.26205475
915573	11.45844427779824	7.314943700000001
917959	26.149663996965554	6.143932550000001
918486	16.50395374903637	2.8689303500000003
919470	32.110614923577344	4.6984042
919536	13.678651467220469	1.7572249
920973	10.780474595753443	3.30155395
922066	11.61048643537169	5.778469250000001
924809	6.799411382366197	2.2153138
925482	10.083298712584819	6.99444815
926025	9.419602124390853	6.3690560000000005
926097	23.457447510116374	3.40991915
926211	8.259904661862672	3.88457685
926412	12.738263572888966	6.74824875
926511	24.88699887638382	7.9723972
926615	8.942565563818249	6.7517733
926777	46.53479130162804	5.6754296
926862	11.213384457587573	7.41769785
927356	21.074141980189598	6.6432631
928558	18.57988193631031	8.23288675
928588	8.623228263123769	5.9472214999999995
928879	10.136747938169849	4.3400235
929531	8.216756884500809	-6.06159545
929673	9.686638125695861	5.0542525000000005
930030	10.157540955078403	5.2883732000000006
930779	11.375134143966726	2.78068005
932723	15.313458125546067	3.1875129500000003
933898	17.715393948792	4.534195
935493	8.317641399222788	6.8862147
936890	19.654380503832993	1.80197935
937778	19.040311010146198	6.0390065
938445	8.302075045392229	7.07772535
938478	13.337624550318857	7.02258
938709	43.201496543354054	7.545583499999999
938710	9.709010429120333	-8.61202875
940342	11.156530176995298	-1.25890025
941064	20.749159056287787	5.663698
942020	9.068056787712795	2.5021789
942239	10.53122295693613	2.1514351
942289	33.89468022135292	2.93817855
942494	7.546505081188645	-1.4921500499999998
942644	34.660888523626795	-0.8574437
943565	19.851936900634854	2.8990086
943769	12.042381355099858	2.1365403
944257	7.5842846289220684	5.806873850000001
944796	17.60382971861285	4.916180799999999
945291	17.66577919372623	-1.5915097
945814	67.23319203444251	4.3659135
947514	8.423430531056118	-4.3191839
947926	62.24042894274143	7.95162135
948017	10.611751132142086	3.56659595
948339	11.765361675838488	1.2796663000000001
948481	10.280769888979894	5.7854773999999995
950070	16.27745351445084	8.348700749999999
950179	14.334472113037917	-0.05996354999999998
951066	10.18978332168788	2.808939
951239	26.81764671328422	2.8949748499999997
951240	48.96009064387547	-0.646325935
951241	12.39993232490486	7.845574149999999
951285	14.446525378726776	-0.9513285
951589	9.668456448403468	2.8018929999999997
951736	6.919089775379149	7.9584791500000005
951900	20.482795633212685	3.23543335
952438	18.014675819579328	2.4078599
952644	7.563841585888317	-0.043296570000000034
952667	10.369654649671194	0.82110158
953558	7.947620681794817	2.43796345
954068	13.466954787206468	3.26057505
962230	12.563214755415451	5.566985750000001
963499	12.109452346740156	0.4559262399999999
965491	9.136918593208572	2.51569425
966135	16.09888942518839	2.18620815
966814	46.237830958454325	1.125221115
966981	17.21353509298641	4.00689015
967245	52.6031092462319	5.29859255
967387	9.297150900411639	3.3228883
968800	16.591484896198455	3.9502131
969531	47.423835181853455	7.999965
971054	14.154082710985797	7.70481925
971820	12.158307784784103	4.531625
973109	7.891640755529625	6.49862245
973762	9.344099479939048	3.88452445
974658	11.696064458785614	1.74170005
974690	7.373226480391601	0.855805395
976264	16.661959525884537	6.21823335
977213	10.220790440860952	0.0737903045
977536	12.235386943708104	5.90001575
979150	11.198238342346006	2.8181873499999996
980277	9.471383694018968	1.414331975
980893	6.394676264627961	4.3853307
981013	6.974472745454156	7.060884
981733	8.290960762075033	6.609996000000001
982309	11.079211611101945	6.25705985
984045	24.81817367954015	2.3612657500000003
984391	8.830112715335533	3.4399874
985195	28.174199320010914	2.2831431
986209	28.26313808189153	5.690844050000001
988496	12.100204182729934	5.498222849999999
989359	8.416949672839047	4.4266006
998657	9.023777567038318	3.9202885
1002579	9.990704791188179	8.3940895
1005036	11.356865084072044	0.937464
1006460	9.716722167086434	1.67593565
1007812	74.44455756319083	7.706721
1008770	26.40881769522342	4.3055746500000005
1009364	14.202206360143368	3.5465946
1010922	21.544918174985582	6.831609500000001
1011376	15.109156564616379	2.9487362
1011612	6.5014763336254315	5.79373015
1012530	9.306353240526033	3.37844625
1014006	9.345500618392132	1.4814490249999999
1014880	11.674715311719158	0.851618725
1015512	10.633642311201163	4.8775854
1015873	21.63878513771612	4.2167929
1017588	19.987772569357006	5.4226451
1017953	11.062589191601127	3.3787073000000003
1018494	12.061500953199484	-0.37911575
1018838	12.448382264894704	5.091856
1020343	17.573048878360556	7.4501715
1022014	22.87462277576002	3.7952168000000004
1022081	10.167787392581259	6.203371499999999
1023248	10.56204373032013	7.950771250000001
1023692	7.3412353926784615	8.1145705
1025773	34.332993318350795	2.97670685
1026269	6.444957672570329	5.36362745
1026349	14.084426328076525	3.3410697000000003
1028599	6.566534987541499	2.3758709500000004
1029296	32.778930865471004	4.79094875
1030612	13.781497231055802	4.4831992000000005
1033018	29.187323382451737	6.29857525
1034799	13.237449705806759	5.110901999999999
1041108	8.388712678119974	4.60328795
1041927	35.95208693478429	5.10691485
1044086	23.405027893132768	4.69430165
1044691	9.876937409639346	5.20725755
1046004	8.047843395235262	1.7497157
1046248	14.984905151440028	2.7543327499999997
1046516	16.765591180827776	8.725379
1046702	9.240076060887406	6.66630675
1049003	15.281750566744435	2.14875815
1049224	7.696259314999717	4.8468422
1049706	14.424840460435963	9.067846
1054470	22.198595924806536	6.892157299999999
1056170	12.785742068257383	3.44460715
1056366	8.894063916623022	3.9646324
1056434	8.711113375458769	3.16974625
1057215	9.741999148937122	3.27166175
1058752	13.2618974124563	5.75280645
1060068	54.62825408116302	4.00168965
1060977	8.772302984651223	0.068975834
1061134	21.17172670135002	4.28163155
1061293	9.307123946650238	6.2069162
1062842	9.346977340104704	4.72695435
1063222	6.385890420513941	7.981278700000001
1065000	7.996958530092584	5.6759648
1068262	6.954650043250732	7.555028500000001
1076816	12.428127393695634	4.51340625
1080856	6.773959855902463	5.5273617999999995
1082149	9.288730026531187	10.4202685
1083128	15.150809208382121	6.802932500000001
1085696	28.319565306323838	4.3029298
1086804	23.92131433692625	2.5449172
1087653	38.899053222335	0.52651405
1088392	12.620182055542962	0.72901732
1090988	20.54178360243505	1.01493985
1098499	12.196152832216107	4.96703985
1100441	12.986867443679097	6.43870275
1100891	10.591079804824735	4.5487779
1101458	8.290501056746397	0.54266545
1101660	17.58125078605483	8.598106999999999
1102151	44.50648765865642	5.900460150000001
1102522	11.035417779187167	7.1438092
1109765	16.188551529746796	2.68636595
1111196	7.917632502084034	5.557373999999999
1113418	7.831397815673309	1.42654485
1116306	21.834669509599035	5.28273795
1117365	9.386667448824827	0.12499512499999998
1117643	86.3742925811733	9.4967745
1117843	33.08926251616246	5.69775585
1117882	9.07450799120469	0.028770249999999997
1117904	8.099889503479163	9.34721
1118206	13.310714834241342	3.2211847999999996
1118272	11.443854896428487	3.9006597999999997
1118502	13.807195837949296	3.4642641
1118938	10.610999308899668	2.064701165
1119014	13.312510385076946	7.18619945
1121637	14.145938846744707	7.205071350000001
1122680	13.392700039585176	0.9655867
1123241	7.882144048704557	1.2383571500000001
1125399	95.54091857043124	6.7882166
1125720	9.442949814122075	5.8912265
1126338	12.83270587789028	7.02531515
1130863	13.474841484370994	8.1079943
1141369	12.702585902447083	6.5950512
1143247	11.529049323957853	4.9635394
1143347	19.753244810617957	-0.546323375
1145761	8.563687993198057	5.7778604
1149483	12.699229773004713	1.47018345
1154223	6.38591906043731	3.47121295
1154315	9.643893402488152	5.992929999999999
1155956	20.3963693447811	6.5732836500000005
1157529	24.28844939733699	6.00126825
1158290	7.966121098307925	4.7256867499999995
1158763	8.522165814443824	6.996293850000001
1160502	6.601188654591194	5.4291442
1160553	11.826930012631589	3.3694932499999997
1164280	22.991174288434614	6.56891255
1164777	15.30177492156933	3.8388723000000002
1166904	9.324576141599449	5.35042285
1167617	8.355999860563646	3.58680775
1171093	15.428068317457353	2.6864409
1173674	6.102321474284464	4.47967685
1173791	12.082774100035488	5.369574549999999
1174257	7.415915977714393	2.8804553999999998
1177069	19.88243285348001	9.174711
1177465	9.02150310615209	10.451351
1181245	9.457370142183233	6.52930325
1187183	8.604136062532353	3.6409905
1190212	13.369943113812996	7.931674
1191080	25.911480756915378	8.156317
1191775	10.038557062706941	5.52789355
1191854	21.699991772932947	5.73839225
1193463	9.032780589658337	4.845811149999999
1195637	8.573224025974813	6.98715685
1197859	15.27552873225814	3.3831259
1198726	6.688743127669893	7.8791465
1217927	8.415642442033274	9.5745185
1224743	12.413273476007518	-0.7013520759999999
1227004	15.458443857999251	4.90602915
1231386	7.440133335337288	2.74652365
1238281	8.831237718113282	4.02039025
1239292	11.189809371824348	0.8329106500000001
1242096	11.325034685184868	3.62216925
1244334	11.175432245622654	6.651324750000001
1244533	20.90190780195048	12.332161500000002
1244904	9.389975234354676	3.8464833499999997
1259630	8.131365082936371	1.14634195
1260872	16.849858202419004	7.1449504
1260881	8.63050595450932	7.25968565
1263018	10.30563467786472	1.297388815
1263141	10.249643956522151	1.8041257499999999
1264288	14.343137268597351	5.72411445
1265056	11.325598716843576	5.99895405
1265961	13.53259569811691	5.1519189999999995
1267421	7.983027167132992	-0.042675350000000056
1267836	5.793663580456791	2.850765
1268172	16.131593232072525	9.1777025
1268987	7.715147267213677	4.7539928499999995
1276266	9.597057172778268	-3.18885195
1276758	8.421066478459426	7.4266643
1280834	8.366274855085186	7.42019825
1282542	15.997893658581189	5.4379837
1285505	19.193252683871993	8.26320175
1287954	15.198859407009177	4.2932366
1291114	15.207451838252581	-0.4615214999999999
1292165	7.639890792076869	5.08090875
1295281	9.718666236363195	6.60145185
1296317	20.41874251064856	4.692224250000001
1296965	7.700578254764466	4.130010199999999
1298465	12.468875592359558	5.7283348
1304440	15.074529503371014	8.13628165
1307367	14.252361809069491	7.123247
1308035	33.17847493591623	7.465693
1308260	29.978107569704527	10.359926999999999
1309808	27.14538382326695	5.8624165
1310681	9.023979322419645	-1.5578934
1310682	15.30698659141579	2.23682225
1310820	14.888957628221455	1.46549855
1311254	11.726290789583569	1.737127825
1311271	7.565225997501667	2.589617
1313054	7.438679647027184	5.6815798
1314718	8.741824275098487	6.53771725
1318467	11.454763626004974	4.3658512
1319646	7.795828505026179	3.42074135
1321897	9.000787976549052	2.3040577
1322482	18.64977551426945	6.1234165
1322719	9.625684512581493	8.2523606
1323478	8.389367559451529	4.1641025
1325423	8.749963035683361	0.84999232
1326048	10.680520466260678	0.534644175
1327083	9.182813005312838	4.7819059
1331334	11.608972362387133	2.7208606
1331555	18.375044062765124	8.88495
1331693	56.15716211861446	3.1258303
1336219	15.021892697122782	4.8291043
1336851	7.18863333302037	6.2155348
1338695	16.405609042792364	4.526847
1340391	10.287387471566184	6.75688215
