TU_ID	Gene_name	Start	End	Strand	Expression_E	Description
35	araBAD	65800	70074	-	0,076368771	araBAD
994	yeiL	2259746	2260469	+	0,07750688	yeiL
153	tauABCD	384429	387869	+	0,078012947	tauABCD
1050	argW	2472876	2472950	+	0,079152153	argW
1055	emrKY	2487206	2490015	-	0,079639466	emrKY
467	torCAD	1059600	1063941	+	0,079898084	torCAD
1146	ohsC	2700296	2700373	+	0,080840719	ohsC
1925	nrfABCDEFG	4292383	4298850	+	0,081224724	nrfABCDEFG
670	ynbABCD	1480433	1485036	+	0,081454749	ynbABCD
1948	cadBA	4362270	4365905	-	0,081822273	cadBA
1382	ttdABT	3206202	3209264	+	0,081924748	ttdABT
1059	yfdX-frc-oxc-yfdVE	2494591	2501000	-	0,082569801	yfdX-frc-oxc-yfdVE
651	ompN	1438596	1439848	-	0,082911954	ompN
977	molR_1	2200901	2201753	+	0,085860386	molR_1
1289	ygfK-ssnA	3015770	3020266	+	0,085919271	ygfK-ssnA
1893	yjbE	4240570	4240920	+	0,087064833	yjbE
2037	fimE	4547673	4548703	+	0,088395546	fimE
774	ydhYVWXUT	1751583	1757477	-	0,088885709	ydhYVWXUT
597	trpL	1325811	1325943	-	0,089784531	trpL
1224	hycABCDEFGHI	2842255	2850238	-	0,091939715	hycABCDEFGHI
1185	csiD-lhgO-gabDTP	2788705	2795430	+	0,092310911	csiD-lhgO-gabDTP
152	mhpT	374610	375893	+	0,093129457	mhpT
665	tynA	1451912	1454244	-	0,096614057	tynA
1076	xapAB	2529266	2531477	-	0,101015173	xapAB
1935	adiC	4341494	4343001	-	0,101546789	adiC
1549	hofMNOP	4118610	4120922	+	0,103118171	hofMNOP
274	citCDEFXG	645854	651174	-	0,103383459	citCDEFXG
841	yeaR-yoaG	1882239	1882829	-	0,10478944	yeaR-yoaG
1917	pdeC	4280130	4281768	+	0,106902612	pdeC
2123	yadC	149715	150952	-	0,107634056	yadC
1058	frc	2498572	2500006	-	0,10860925	frc
1113	hyfABCDEFGHIJR-focB	2600949	2614559	+	0,112171761	hyfABCDEFGHIJR-focB
686	yncG	1529064	1529699	+	0,113674034	yncG
2082	gudPXD	2917823	2921877	-	0,114916107	gudPXD
1827	rhaD	3543418	3544354	+	0,114966284	rhaD
885	flhBAE	1965416	1969051	-	0,115829805	flhBAE
884	yecT	1964771	1965295	+	0,116527837	yecT
1218	norVW	2832217	2834822	+	0,117006402	norVW
1660	aldB	3885002	3886630	+	0,118296575	aldB
85	yadV-htrE	152829	156213	-	0,119976359	yadV-htrE
1495	acrEF	3414679	3419153	+	0,125159611	acrEF
251	cusCFBA	594796	601079	+	0,126261895	cusCFBA
1417	agaS-kbaY-agaBCDI	3282866	3288001	+	0,126305941	agaS-kbaY-agaBCDI
2129	cadA	4362270	4364416	-	0,127074651	cadA
1920	ryjA	4282639	4282777	-	0,128904934	ryjA
1711	yidL	3780361	3781283	-	0,131466152	yidL
492	csgBAC	1105222	1106655	+	0,134647887	csgBAC
493	ymdA	1108074	1108423	+	0,135211231	ymdA
2141	caiCDE	34781	37823	-	0,135366629	caiCDE
463	appCBXA	1039254	1043458	+	0,137002886	appCBXA
898	azuC	1991132	1991259	-	0,137219257	azuC
941	nac	2064275	2065236	-	0,137970853	nac
1243	cysJIH	2887356	2891741	-	0,142011048	cysJIH
322	mngAB	767355	772154	+	0,143908795	mngAB
705	lsrACDBFG-tam	1604296	1610939	+	0,146054018	lsrACDBFG-tam
1894	yjbEFGH	4240584	4244441	+	0,146227638	yjbEFGH
1784	aslB	3653610	3655021	-	0,146711437	aslB
464	appA	1042143	1043458	+	0,150415547	appA
1985	aidB	4420049	4421701	+	0,150658168	aidB
23	caiTABCDE	34781	42036	-	0,150695591	caiTABCDE
702	ydeP	1587043	1589499	-	0,153196537	ydeP
1119	pdeF	2626473	2628808	-	0,153786632	pdeF
594	yciG	1318621	1318927	-	0,155126955	yciG
577	narGHJI	1282506	1289224	+	0,155292892	narGHJI
230	glsA-ybaT	510797	513091	+	0,155800434	glsA-ybaT
1496	yhdWXYZ	3419949	3424170	+	0,16323015	yhdWXYZ
2127	cysH	2887356	2888089	-	0,164331852	cysH
1829	rhaSR	3538309	3540091	-	0,164835331	rhaSR
887	motAB-cheAW	1975672	1980137	-	0,165115887	motAB-cheAW
1347	pheV	3110143	3110254	+	0,166269001	pheV
1936	adiY	4342968	4343841	-	0,166978265	adiY
247	appY	582879	583652	+	0,172488141	appY
2155	phnLMNOP	4320144	4323694	-	0,17582989	phnLMNOP
1134	hcaEFCBD	2668760	2673026	+	0,177048923	hcaEFCBD
1896	psiE	4245012	4245446	+	0,177837064	psiE
1221	hydN-hypF	2834951	2837909	-	0,178992108	hydN-hypF
1186	gabDTP	2790690	2795430	+	0,179324895	gabDTP
1658	yiaKLMNO-lyxK-sgbHUE	3890756	3898816	-	0,179900744	yiaKLMNO-lyxK-sgbHUE
1830	rhaT	3537237	3538311	+	0,184931448	rhaT
1395	patA	3219236	3220650	+	0,187451926	patA
961	alkA	2149951	2150817	-	0,187494931	alkA
928	rcsA	2027095	2027849	+	0,192119663	rcsA
1937	adiA	4344010	4346355	-	0,193084211	adiA
682	ydcSTUV-patD	1514435	1519837	+	0,193410414	ydcSTUV-patD
348	bioBFCD	810846	814490	+	0,193807004	bioBFCD
1394	aer	3217334	3218897	-	0,193995637	aer
629	puuAP	1360638	1363803	-	0,194272141	puuAP
1240	cysDNC	2873012	2876145	-	0,195517517	cysDNC
725	dicC-ydfXW	1650010	1650711	-	0,197201212	dicC-ydfXW
733	asr	1674163	1674555	+	0,1981739	asr
1599	yhiM	4005644	4006793	-	0,200151838	yhiM
1699	selC	3805221	3805338	-	0,200966367	selC
715	ydeJ	1627524	1628126	+	0,202631017	ydeJ
628	puuP	1360638	1362208	-	0,202679465	puuP
1231	ygbK	2861975	2863278	+	0,204077311	ygbK
1702	nepI	3799766	3800987	+	0,206469204	nepI
2054	yjjP	4607890	4608835	-	0,206511771	yjjP
1700	yicJI	3804873	3809317	+	0,207483083	yicJI
458	yccT	1028655	1029380	-	0,208805482	yccT
2042	ytiCD-idlP-iraD	4562378	4563186	+	0,210178489	ytiCD-idlP-iraD
1361	yqhG	3157323	3158353	+	0,210199195	yqhG
1644	yhjX	3929494	3930737	+	0,212814229	yhjX
640	ycjY	1393769	1394907	-	0,213634999	ycjY
1278	omrB	2976082	2976162	-	0,217975457	omrB
1636	bcsBZ	3948864	3952381	+	0,220328677	bcsBZ
2159	yehR	2215681	2216141	+	0,221946041	yehR
1398	fadH	3231402	3233460	+	0,222863513	fadH
359	ybiI	839734	840027	-	0,223809976	ybiI
2090	rtcR	4081672	4083269	-	0,224803783	rtcR
1285	glyU	2998762	2998841	-	0,225244947	glyU
1905	pspG	4267528	4267793	+	0,226139447	pspG
1852	metF	3504297	3505256	-	0,228209096	metF
2039	gntP	4555724	4557135	-	0,233676616	gntP
1673	waaH	3851388	3852489	+	0,235684425	waaH
721	cspI	1641291	1641547	-	0,236979167	cspI
135	fadE	240859	243405	-	0,240371173	fadE
593	yciGFE	1317504	1318927	-	0,241303755	yciGFE
1880	purHD	3430176	3433160	+	0,241973442	purHD
1950	pheU	3110143	3110218	+	0,244005158	pheU
899	yecR	1991459	1991803	+	0,244124085	yecR
1629	ccp	3972276	3973745	+	0,244523367	ccp
209	glnK-amtB	471780	473524	+	0,245105344	glnK-amtB
559	ycgR	1246492	1247254	-	0,255751235	ycgR
1611	arsRBC	3990875	3993024	-	0,255982127	arsRBC
256	fes-ybdZ-entF-fepE	611910	618609	+	0,256657226	fes-ybdZ-entF-fepE
2151	alsBACE	4313583	4317841	-	0,258677884	alsBACE
65	ppdD-hofBC	114522	117704	-	0,259403536	ppdD-hofBC
1011	alkB	2313147	2313900	-	0,259943656	alkB
549	ycgZ-ymgA-ariR-ymgC	1218451	1219694	+	0,261536554	ycgZ-ymgA-ariR-ymgC
2085	ccmABCDEFGH	2295814	2302099	-	0,264446721	ccmABCDEFGH
2081	garD	3276259	3277829	+	0,265305859	garD
1416	kbaZ-agaVWA	3279843	3282601	+	0,266181941	kbaZ-agaVWA
313	phr	740965	742468	+	0,266651266	phr
708	ydeA	1619791	1621053	+	0,267670056	ydeA
1242	casABCDE12	2878347	2884096	-	0,267744162	casABCDE12
552	umuDC	1233437	1235152	+	0,26862095	umuDC
1277	omrA	2975880	2975966	-	0,269509634	omrA
1612	slp-dctR	3986324	3987600	-	0,270335305	slp-dctR
1949	cadC	4366196	4367762	-	0,270631786	cadC
1157	nadB	2710135	2711819	+	0,270754371	nadB
773	valVW	1749251	1749427	+	0,271618569	valVW
2032	ryjB	4533779	4533867	+	0,273680638	ryjB
1009	napFDAGHBC	2302113	2308150	-	0,274130462	napFDAGHBC
150	yafZ	266408	267249	-	0,274219887	yafZ
255	fepA-entD	608682	611889	-	0,275164928	fepA-entD
39	sgrR-sroA-tbpA-thiPQ	72229	77337	-	0,275182674	sgrR-sroA-tbpA-thiPQ
1632	yhjG	3963125	3965246	+	0,275998014	yhjG
168	araJ	410521	411752	-	0,277288098	araJ
700	ydeNM	1582469	1585389	-	0,278008539	ydeNM
978	mlrA	2219296	2220052	+	0,27936553	mlrA
